# blastn
# Iteration: 0
# Query: case04_hw02_query
# RID: 449TZG6M014
# Database: nt_v5
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 100 hits found
case04_hw02_query	MH130094.1	90.121	496	40	7	1	487	1294	1789	3.18e-178	636
case04_hw02_query	MH061915.1	90.121	496	40	7	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061914.1	90.121	496	40	7	1	487	1308	1803	3.18e-178	636
case04_hw02_query	MH061913.1	90.121	496	40	6	1	487	1295	1790	3.18e-178	636
case04_hw02_query	MH061912.1	90.121	496	40	7	1	487	1293	1788	3.18e-178	636
case04_hw02_query	MH061910.1	90.121	496	40	6	1	487	1305	1800	3.18e-178	636
case04_hw02_query	MH061904.1	90.121	496	40	7	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061902.1	90.121	496	40	6	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061901.1	90.121	496	40	7	1	487	1311	1806	3.18e-178	636
case04_hw02_query	MH061900.1	90.121	496	40	7	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061897.1	90.121	496	40	7	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061895.1	90.121	496	40	7	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061894.1	90.121	496	40	7	1	487	1309	1804	3.18e-178	636
case04_hw02_query	MH061893.1	90.121	496	40	7	1	487	1311	1806	3.18e-178	636
case04_hw02_query	MH061891.1	90.121	496	40	6	1	487	1289	1784	3.18e-178	636
case04_hw02_query	MH061887.1	90.121	496	40	7	1	487	1290	1785	3.18e-178	636
case04_hw02_query	MH061886.1	90.121	496	40	6	1	487	1288	1783	3.18e-178	636
case04_hw02_query	MH061884.1	90.121	496	40	7	1	487	1311	1806	3.18e-178	636
case04_hw02_query	MH061882.1	90.121	496	40	7	1	487	1311	1806	3.18e-178	636
case04_hw02_query	MH061881.1	90.121	496	40	7	1	487	1296	1791	3.18e-178	636
case04_hw02_query	MH061879.1	90.121	496	40	7	1	487	1311	1806	3.18e-178	636
case04_hw02_query	MH061876.1	90.121	496	40	7	1	487	1303	1798	3.18e-178	636
case04_hw02_query	MH061871.1	90.121	496	40	7	1	487	1306	1801	3.18e-178	636
case04_hw02_query	MH061868.1	90.121	496	40	7	1	487	1293	1788	3.18e-178	636
case04_hw02_query	MH061866.1	90.121	496	40	7	1	487	1291	1786	3.18e-178	636
case04_hw02_query	MH061862.1	90.121	496	40	7	1	487	1310	1805	3.18e-178	636
case04_hw02_query	MH061859.1	90.121	496	40	7	1	487	1288	1783	3.18e-178	636
case04_hw02_query	MH061858.1	90.121	496	40	7	1	487	1290	1785	3.18e-178	636
case04_hw02_query	MH061856.1	90.121	496	40	7	1	487	1292	1787	3.18e-178	636
case04_hw02_query	MH061853.1	90.121	496	40	7	1	487	1295	1790	3.18e-178	636
case04_hw02_query	KU963573.2	90.121	496	40	7	1	487	1322	1817	3.18e-178	636
case04_hw02_query	MH130106.1	89.919	496	41	7	1	487	1301	1796	1.48e-176	630
case04_hw02_query	MH061911.1	89.919	496	41	7	1	487	1310	1805	1.48e-176	630
case04_hw02_query	MH061908.1	89.919	496	41	7	1	487	1310	1805	1.48e-176	630
case04_hw02_query	MH061907.1	89.919	496	41	7	1	487	1296	1791	1.48e-176	630
case04_hw02_query	MH061906.1	89.919	496	41	7	1	487	1311	1806	1.48e-176	630
case04_hw02_query	MH061896.1	89.919	496	41	6	1	487	1293	1788	1.48e-176	630
case04_hw02_query	MH061890.1	89.919	496	41	6	1	487	1310	1805	1.48e-176	630
case04_hw02_query	MH061885.1	89.919	496	41	6	1	487	1293	1788	1.48e-176	630
case04_hw02_query	MH061878.1	89.919	496	41	6	1	487	1311	1806	1.48e-176	630
case04_hw02_query	MH061877.1	89.919	496	41	7	1	487	1291	1786	1.48e-176	630
case04_hw02_query	MH061867.1	89.919	496	41	7	1	487	1290	1785	1.48e-176	630
case04_hw02_query	MH061861.1	89.919	496	41	7	1	487	1290	1785	1.48e-176	630
case04_hw02_query	MH130100.1	89.858	493	44	5	1	487	1293	1785	5.32e-176	628
case04_hw02_query	MH061905.1	89.718	496	42	7	1	487	1311	1806	6.88e-175	625
case04_hw02_query	MH061898.1	89.718	496	42	7	1	487	1308	1803	6.88e-175	625
case04_hw02_query	MH061892.1	89.718	496	42	7	1	487	1310	1805	6.88e-175	625
case04_hw02_query	MH061874.1	89.718	496	42	7	1	487	1311	1806	6.88e-175	625
case04_hw02_query	MH061865.1	89.718	496	42	7	1	487	1311	1806	6.88e-175	625
case04_hw02_query	MF629796.1	89.370	508	33	9	1	487	354	861	3.20e-173	619
case04_hw02_query	KF383121.1	88.976	508	35	9	1	487	1224	1731	6.93e-170	608
case04_hw02_query	KF383119.1	88.976	508	35	9	1	487	1224	1731	6.93e-170	608
case04_hw02_query	LC002520.1	88.583	508	37	12	1	487	1330	1837	1.50e-166	597
case04_hw02_query	KF383046.1	89.384	471	29	5	38	487	1	471	2.53e-159	573
case04_hw02_query	KF383038.1	89.172	471	30	9	38	487	1	471	1.18e-157	568


